freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db
5200,-102,43,77,384,10,7,58
5200,-102,49,79,381,9,8,59
5200,-102,31,73,388,13,8,57
5200,-102,43,78,383,11,10,60
5200,-102,61,79,382,9,8,60
5200,-102,33,77,384,11,9,59
5200,-102,35,77,384,10,8,58
5200,-102,38,76,384,9,6,56
5200,-102,35,76,385,11,9,58
5200,-102,36,76,385,10,8,58
5200,-102,26,76,384,11,7,57
5200,-102,35,77,383,10,7,58
5200,-102,38,77,383,9,11,59
5200,-102,36,78,382,9,9,59
5200,-102,44,78,382,10,8,60
5200,-102,31,77,384,10,9,58
5200,-102,40,77,383,9,7,57
5200,-102,41,79,381,10,9,61
5200,-102,33,77,383,10,9,58
5200,-102,37,77,383,10,9,58
5200,-102,43,78,383,9,8,59
5200,-102,32,78,382,9,7,59
5200,-102,38,76,384,10,9,58
5200,-102,35,76,385,11,9,58
5200,-102,27,76,384,10,7,57
5200,-102,30,77,384,11,8,58
5200,-102,33,76,384,9,10,58
5200,-102,53,78,383,10,9,60
5200,-102,50,78,382,9,9,59
5200,-102,47,79,381,9,9,61
5200,-102,45,78,382,9,8,60
5200,-102,38,78,383,9,8,58
5200,-102,45,78,382,10,10,60
5200,-102,30,77,383,11,8,57
5200,-102,40,77,383,10,7,58
5200,-102,39,77,383,9,9,59
5200,-102,35,78,382,10,12,60
5200,-102,53,77,383,9,8,59
5200,-102,29,76,385,11,9,57
5200,-102,30,75,385,12,8,57
5200,-102,27,77,384,11,8,58
5200,-102,29,77,384,10,8,57
5200,-102,25,76,384,11,9,57
5200,-102,38,77,383,9,10,59
5200,-102,25,73,387,11,9,53
5200,-102,36,76,384,10,10,58
5200,-102,23,74,387,13,8,54
5200,-102,26,77,384,11,8,57
5200,-102,34,78,382,9,9,59
5200,-102,41,77,383,12,9,59
5200,-102,40,78,382,10,8,59
5200,-102,51,79,381,10,9,61
5200,-102,47,79,382,9,6,60
5200,-102,62,78,383,10,9,62
5200,-102,33,75,386,12,7,58
5200,-102,34,73,387,13,10,57
5200,-102,45,76,385,11,7,59
5200,-102,47,75,386,12,11,60
5200,-102,30,74,386,12,9,56
5200,-102,36,77,384,11,8,60
5200,-102,43,76,385,11,8,60
5200,-102,31,74,386,11,9,57
5200,-102,31,73,388,14,9,57
5200,-102,39,75,386,11,8,59
5200,-102,41,76,385,11,9,59
5200,-102,24,73,387,13,10,56
5200,-102,33,76,384,11,11,59
5200,-102,42,76,384,12,8,60
5200,-102,28,72,388,13,8,57
5200,-102,38,72,389,15,9,57
5200,-102,26,73,387,13,9,57
5200,-102,36,75,386,11,7,59
5200,-102,39,76,385,11,9,60
5200,-102,41,74,386,12,9,59
5200,-102,45,76,385,12,9,59
5200,-102,49,75,385,12,8,60
5200,-102,31,74,386,12,9,57
5200,-102,23,72,388,12,8,54
5200,-102,37,73,387,13,9,57
5200,-102,31,74,386,12,9,57
5200,-102,39,70,391,15,8,58
5200,-102,29,73,387,13,9,57
5200,-102,49,74,386,12,11,59
5200,-102,59,77,384,11,7,60
5200,-102,40,75,385,11,9,60
5200,-102,38,76,385,10,8,58
5200,-102,47,76,385,11,9,60
5200,-102,28,74,386,12,11,58
5200,-102,20,72,389,12,9,55
5200,-102,40,79,382,10,8,60
5200,-102,27,76,384,11,9,57
5200,-102,32,75,385,11,8,55
5200,-102,82,77,384,10,10,61
5200,-102,49,79,382,10,9,60
5200,-102,31,76,385,12,9,57
5200,-102,35,76,384,10,9,57
5200,-102,35,78,383,10,9,59
5200,-102,35,77,384,11,10,58
5200,-102,32,76,385,10,9,58
5200,-102,32,74,386,12,8,56
5200,-102,25,76,384,10,9,57
5200,-102,37,79,382,11,10,61
5200,-102,31,74,387,13,9,56
5200,-102,23,76,384,10,9,56
5200,-102,43,80,381,10,8,61
5200,-102,36,78,382,8,7,60
5200,-102,33,77,384,10,10,58
5200,-102,34,76,385,11,10,57
5200,-102,50,79,382,9,6,61
5200,-102,43,77,383,11,9,58
5200,-102,49,77,384,11,12,60
5200,-102,44,79,382,9,8,61
5200,-102,26,74,387,12,11,55
5200,-102,32,77,384,10,10,59
5200,-102,39,78,383,11,7,59
5200,-102,44,78,382,11,7,59
5200,-102,42,78,383,11,9,59
5200,-102,49,78,383,11,8,59
5200,-102,22,72,388,13,10,55
5200,-102,45,78,383,10,9,59
5200,-102,37,78,382,10,10,59
5200,-102,53,78,383,10,8,59
5200,-102,30,74,386,11,10,56
5200,-102,52,79,382,9,9,60
5200,-102,29,77,383,10,8,58
5200,-102,36,77,383,9,10,59
5200,-102,33,78,382,9,9,58
5200,-102,42,78,382,9,9,59
5200,-102,49,79,382,8,9,61
5200,-102,30,76,384,11,10,57
5200,-102,35,77,384,11,8,57
5200,-102,30,77,384,10,10,58
5200,-102,33,77,383,10,9,58
5200,-102,43,79,381,8,9,61
5200,-102,48,79,382,9,11,59
5200,-102,46,80,381,9,7,60
5200,-102,53,78,382,10,10,59
5200,-102,45,77,383,10,9,58
5200,-102,44,78,382,10,8,60
5200,-102,36,78,383,10,10,59
5200,-102,32,77,384,10,9,58
5200,-102,30,77,384,9,8,58
5200,-102,32,77,383,10,8,59
5200,-102,34,78,383,9,9,58
5200,-102,27,77,383,10,10,58
5200,-102,42,77,384,11,10,58
5200,-102,46,79,382,9,7,59
5200,-102,40,78,382,10,8,59
5200,-102,55,79,382,9,8,62
5200,-102,36,78,383,10,7,58
5200,-102,35,77,383,9,9,57
5200,-102,47,79,381,10,8,61
5200,-102,32,75,385,11,8,56
5200,-102,42,78,383,10,8,59
5200,-102,45,78,383,10,9,59
5200,-102,43,76,384,11,8,58
5200,-102,45,77,383,10,9,58
5200,-102,41,78,383,10,8,59
5200,-102,38,77,383,10,8,59
5200,-102,53,78,382,10,9,60
5200,-102,40,79,381,8,9,60
5200,-102,38,78,383,10,8,59
5200,-102,30,75,386,12,11,57
5200,-102,38,77,384,10,8,57
5200,-102,46,78,383,10,10,60
5200,-102,23,74,386,11,8,55
5200,-102,42,75,385,10,7,57
5200,-102,33,76,385,11,10,56
5200,-102,49,78,382,9,6,59
5200,-102,33,77,383,9,10,59
5200,-102,37,77,383,10,10,58
5200,-102,42,78,383,11,9,60
5200,-102,30,77,383,10,8,57
5200,-102,26,76,385,11,9,57
5200,-102,40,76,384,11,7,58
5200,-102,40,79,382,9,7,60
5200,-102,29,76,384,10,8,57
5200,-102,51,79,382,10,8,61
5200,-102,17,72,389,11,10,53
5200,-102,26,76,385,11,8,57
5200,-102,36,76,384,10,9,58
5200,-102,19,74,387,12,7,54
5200,-102,29,76,384,10,7,58
5200,-102,50,80,381,10,8,61
5200,-102,28,77,383,10,7,57
5200,-102,50,79,382,9,8,61
5200,-102,32,77,383,10,9,58
5200,-102,39,78,383,10,7,59
5200,-102,32,76,384,11,7,55
5200,-102,25,76,385,10,7,56
5200,-102,45,77,383,11,9,60
5200,-102,31,77,384,10,7,57
5200,-102,41,77,384,10,6,57
5200,-102,44,78,383,10,9,59
5200,-102,45,78,382,10,8,60
5200,-102,45,78,383,9,11,61
5200,-102,38,80,381,10,9,60
5200,-102,51,78,383,10,9,59
5200,-102,37,76,385,11,8,59
5200,-102,65,77,384,9,6,61
5200,-102,41,76,385,10,9,57
5200,-102,37,77,383,9,8,58
5200,-102,41,78,383,10,7,60
5200,-102,38,78,382,9,9,59
5200,-102,48,81,379,9,9,62
5200,-102,28,77,384,11,8,57
5200,-102,36,75,385,12,8,58
5200,-102,43,79,381,9,10,60
5200,-102,41,79,381,10,8,60
5200,-102,59,78,383,10,5,61
5200,-102,33,78,382,10,8,59
5200,-102,39,77,383,10,9,58
5200,-102,49,78,383,9,7,59
5200,-102,33,75,385,10,11,57
5200,-102,50,78,382,9,10,61
5200,-102,33,77,383,10,7,56
5200,-102,47,79,382,11,9,61
5200,-102,53,79,382,9,9,60
5200,-102,40,78,383,9,8,59
5200,-102,34,77,384,10,6,59
5200,-102,52,79,381,8,10,60
5200,-102,52,79,382,9,9,59
5200,-102,72,78,382,9,11,63
5200,-102,40,77,384,10,9,57
5200,-102,31,77,383,10,8,57
5200,-102,34,78,383,9,10,58
5200,-102,44,77,384,10,9,58
5200,-102,44,79,382,9,9,59
5200,-102,43,77,383,10,9,59
5200,-102,34,77,383,11,9,59
5200,-102,35,75,385,11,9,58
5200,-102,35,76,384,9,8,58
5200,-102,74,78,383,10,10,61
5200,-102,28,76,384,12,7,56
5200,-102,38,77,383,10,7,58
5200,-102,42,78,382,8,7,59
5200,-102,27,77,384,10,9,57
5200,-102,35,78,383,10,8,58
5200,-102,37,78,383,9,7,59
5200,-102,31,78,383,9,8,58
5200,-102,45,77,383,10,7,58
5200,-102,47,78,382,10,10,60
5200,-102,60,79,382,9,10,61
5200,-102,41,78,383,11,11,59
5200,-102,42,78,382,10,9,59
5200,-102,31,76,384,11,9,58
5200,-102,48,79,381,9,9,62
5200,-102,28,76,384,10,8,58
5200,-102,33,77,383,11,10,59
5200,-102,34,76,385,12,11,59
5200,-102,39,78,382,11,7,59
5200,-102,45,78,382,10,11,60
5200,-102,40,76,384,10,11,59
5200,-102,39,78,383,10,8,59
5200,-102,44,76,384,11,10,58
5200,-102,50,79,382,9,8,61
5200,-102,39,79,381,8,9,60
5200,-102,54,80,381,9,10,60
5200,-102,32,78,383,10,8,58
5200,-102,36,77,383,10,9,59
5200,-102,53,79,381,10,9,60
5200,-102,44,78,383,10,8,60
5200,-102,27,71,389,15,10,53
5200,-102,33,77,383,10,8,58
5200,-102,30,76,384,10,9,58
5200,-102,37,77,384,9,4,58
5200,-102,50,77,383,10,8,58
5200,-102,30,75,386,11,9,57
5200,-102,37,78,382,9,7,59
5200,-102,23,74,386,12,10,55
5200,-102,43,77,383,10,8,59
5200,-102,43,77,383,11,8,59
5200,-102,59,79,382,9,10,60
5200,-102,40,78,383,9,10,60
5200,-102,56,77,384,10,10,59
5200,-102,19,72,389,15,10,53
5200,-102,28,76,384,11,8,57
5200,-102,34,77,384,11,9,59
5200,-102,24,72,388,12,8,55
5200,-102,42,79,382,9,6,60
5200,-102,30,75,385,11,8,55
5200,-102,45,78,382,9,7,60
5200,-102,40,78,382,9,11,60
5200,-102,33,77,384,10,10,58
5200,-102,47,78,382,10,7,59
5200,-102,40,78,383,11,8,59
5200,-102,35,76,385,12,9,57
5200,-102,34,77,384,10,7,57
5200,-102,27,76,385,10,6,56
5200,-102,36,77,383,10,10,58
5200,-102,46,77,384,11,9,58
5200,-102,37,77,383,9,9,58
5200,-102,43,76,384,11,8,58
5200,-102,28,77,384,9,9,58
5200,-102,38,77,384,10,8,60
5200,-102,25,76,385,11,10,57
5200,-102,34,78,383,10,7,58
5200,-102,36,76,384,11,10,58
5200,-102,50,78,383,10,11,61
5200,-102,45,78,383,10,9,59
5200,-102,34,76,384,12,10,58
5200,-102,25,75,386,10,10,56
5200,-102,51,75,386,9,11,59
5200,-102,52,79,382,11,12,61
5200,-102,28,76,384,10,9,57
5200,-102,39,78,382,11,9,60
5200,-102,42,78,382,9,7,59
5200,-102,36,75,385,10,8,59
5200,-102,35,79,382,9,8,59
5805,-102,73,83,378,10,9,59
5805,-102,73,82,378,11,10,58
5805,-102,75,83,377,12,10,59
5805,-102,89,85,376,10,10,59
5805,-102,88,83,378,11,10,59
5805,-102,114,82,379,12,11,58
5805,-102,98,83,377,11,8,58
5805,-102,116,85,375,7,9,61
5805,-102,92,81,379,12,7,55
5805,-102,60,84,377,11,10,59
5805,-102,68,84,377,12,7,59
5805,-102,58,84,377,10,9,60
5805,-102,81,84,376,9,9,60
5805,-102,60,82,378,12,9,57
5805,-102,54,80,380,11,9,56
5805,-102,80,83,377,11,9,58
5805,-102,79,83,378,12,11,59
5805,-102,110,84,376,11,9,60
5805,-102,87,83,378,12,10,59
5805,-102,79,83,378,14,8,58
5805,-102,94,84,376,13,9,60
5805,-102,98,84,377,13,8,59
5805,-102,107,86,375,12,10,61
5805,-102,58,85,375,10,9,60
5805,-102,72,84,376,9,10,59
5805,-102,95,83,378,12,9,58
5805,-102,71,83,378,11,8,59
5805,-102,96,83,378,11,11,60
5805,-102,113,83,378,13,12,61
5805,-102,71,83,377,12,10,58
5805,-102,80,81,379,12,10,57
5805,-102,71,83,377,12,9,59
5805,-102,90,85,375,10,10,60
5805,-102,79,85,376,10,9,60
5805,-102,58,80,380,13,10,56
5805,-102,71,82,379,12,9,58
5805,-102,83,82,378,11,9,58
5805,-102,82,83,378,11,9,58
5805,-102,102,84,376,10,10,60
5805,-102,73,81,380,12,10,58
5805,-102,92,83,377,12,8,59
5805,-102,101,84,377,12,9,59
5805,-102,90,83,378,12,11,59
5805,-102,77,83,378,12,11,59
5805,-102,79,84,377,12,9,58
5805,-102,66,81,379,13,11,59
5805,-102,78,84,377,12,9,60
5805,-102,77,82,378,11,10,59
5805,-102,114,83,378,9,10,60
5805,-102,107,82,379,14,12,59
5805,-102,65,79,382,11,11,56
5805,-102,123,86,374,12,10,62
5805,-102,71,81,379,15,9,57
5805,-102,74,82,379,13,8,57
5805,-102,91,83,377,11,8,58
5805,-102,63,82,378,13,10,59
5805,-102,55,83,378,12,10,59
5805,-102,83,83,377,10,10,58
5805,-102,79,83,377,12,10,59
5805,-102,77,80,380,12,9,57
5805,-102,95,82,379,13,11,58
5805,-102,113,83,377,13,9,60
5805,-102,66,79,381,13,9,55
5805,-102,100,82,378,12,8,57
5805,-102,76,83,378,11,10,59
5805,-102,60,81,380,11,9,56
5805,-102,64,83,377,11,10,59
5805,-102,70,83,377,11,10,59
5805,-102,55,83,378,11,9,58
5805,-102,89,84,377,11,9,59
5805,-102,98,84,377,12,8,58
5805,-102,128,84,376,12,9,61
5805,-102,118,82,378,11,8,58
5805,-102,115,83,377,12,9,61
5805,-102,82,81,379,12,8,57
5805,-102,90,83,377,12,9,59
5805,-102,76,83,377,13,12,59
5805,-102,71,83,377,11,9,58
5805,-102,65,83,377,13,10,58
5805,-102,72,83,378,14,9,58
5805,-102,76,84,377,11,9,60
5805,-102,111,83,377,15,10,59
5805,-102,106,83,378,12,10,58
5805,-102,88,82,378,8,7,58
5805,-102,112,85,376,14,9,61
5805,-102,135,86,375,9,8,61
5805,-102,99,82,378,13,9,59
5805,-102,75,81,379,11,10,58
5805,-102,64,80,381,12,8,57
5805,-102,84,84,377,10,8,59
5805,-102,78,83,378,10,8,59
5805,-102,92,80,380,10,9,57
5805,-102,108,83,378,9,9,59
5805,-102,74,83,377,15,8,60
5805,-102,86,82,378,12,9,58
5805,-102,110,85,376,13,9,60
5805,-102,82,83,378,14,7,58
5805,-102,74,82,379,12,8,58
5805,-102,95,84,376,12,10,59
5805,-102,59,85,375,12,7,59
5805,-102,55,82,378,13,9,58
5805,-102,57,83,378,10,9,58
5805,-102,61,81,379,10,9,56
5805,-102,84,83,378,11,9,59
5805,-102,119,83,378,11,9,59
5805,-102,93,82,379,12,11,58
5805,-102,76,81,379,12,12,58
5805,-102,130,85,376,13,9,60
5805,-102,73,83,377,12,8,58
5805,-102,79,85,376,11,10,61
5805,-102,83,83,378,13,9,58
5805,-102,84,82,378,12,8,57
5805,-102,92,82,379,13,7,57
5805,-102,52,82,378,13,9,57
5805,-102,71,81,379,11,11,58
5805,-102,79,83,377,11,9,58
5805,-102,109,83,377,13,11,60
5805,-102,106,84,377,12,9,59
5805,-102,68,83,377,9,8,59
5805,-102,80,81,379,12,10,58
5805,-102,76,82,378,12,8,58
5805,-102,76,83,377,13,9,58
5805,-102,53,83,377,10,11,59
5805,-102,84,84,377,12,8,60
5805,-102,72,82,379,11,7,57
5805,-102,61,83,378,11,10,58
5805,-102,102,82,379,13,10,59
5805,-102,90,83,377,11,8,58
5805,-102,94,84,377,11,8,59
5805,-102,107,84,377,13,9,60
5805,-102,112,85,375,11,9,60
5805,-102,88,82,378,9,9,58
5805,-102,83,84,377,13,9,59
5805,-102,74,83,378,15,9,59
5805,-102,72,83,377,12,9,59
5805,-102,66,82,378,13,11,60
5805,-102,55,80,381,14,9,56
5805,-102,86,85,375,10,8,59
5805,-102,143,85,376,9,8,60
5805,-102,95,82,379,11,8,60
5805,-102,102,83,378,12,9,59
5805,-102,84,81,379,13,8,57
5805,-102,100,83,378,12,9,61
5805,-102,57,81,380,11,8,56
5805,-102,83,82,379,14,8,58
5805,-102,49,80,381,13,12,57
5805,-102,55,79,381,14,9,56
5805,-102,88,83,378,12,8,59
5805,-102,89,82,378,12,10,58
5805,-102,104,83,378,13,9,60
5805,-102,71,79,381,12,9,58
5805,-102,64,80,380,12,9,58
5805,-102,92,81,380,12,9,60
5805,-102,71,80,381,12,9,58
5805,-102,64,80,380,13,9,59
5805,-102,51,80,380,12,8,58
5805,-102,46,81,380,13,10,60
5805,-102,51,80,381,12,9,59
5805,-102,63,79,381,13,9,57
5805,-102,74,82,379,11,9,59
5805,-102,94,81,380,13,10,59
5805,-102,64,79,382,13,8,57
5805,-102,91,82,378,11,9,60
5805,-102,37,79,381,12,10,56
5805,-102,74,82,379,12,10,60
5805,-102,80,83,377,13,9,60
5805,-102,78,83,377,12,10,60
5805,-102,87,83,377,12,9,60
5805,-102,56,81,379,12,10,58
5805,-102,55,81,379,12,10,58
5805,-102,68,81,380,10,9,58
5805,-102,89,81,380,10,8,58
5805,-102,68,82,379,11,12,60
5805,-102,82,82,379,12,10,59
5805,-102,57,79,381,12,10,57
5805,-102,61,82,378,11,11,60
5805,-102,74,83,377,10,7,59
5805,-102,81,83,377,11,10,60
5805,-102,68,81,379,12,10,59
5805,-102,85,84,376,12,9,61
5805,-102,56,80,380,13,10,57
5805,-102,79,83,377,11,9,61
5805,-102,83,81,379,12,9,59
5805,-102,147,84,377,11,10,62
5805,-102,54,81,379,12,9,58
5805,-102,100,82,378,11,8,58
5805,-102,66,81,379,13,11,59
5805,-102,60,81,380,12,10,58
5805,-102,43,80,381,14,10,58
5805,-102,57,82,379,12,11,59
5805,-102,48,79,382,15,9,57
5805,-102,85,83,378,13,8,59
5805,-102,66,81,379,13,10,59
5805,-102,71,80,381,13,11,58
5805,-102,98,82,379,13,10,59
5805,-102,103,82,379,11,10,59
5805,-102,87,81,380,12,11,59
5805,-102,78,81,379,13,9,61
5805,-102,67,80,380,13,10,60
5805,-102,47,80,380,12,9,58
5805,-102,53,79,381,13,8,57
5805,-102,61,81,380,15,9,60
5805,-102,96,84,376,8,10,62
5805,-102,78,81,379,10,11,58
5805,-102,99,81,379,12,7,59
5805,-102,96,80,380,14,8,59
5805,-102,85,80,381,13,8,58
5805,-102,95,81,379,11,8,59
5805,-102,73,81,380,11,9,58
5805,-102,47,79,381,12,10,58
5805,-102,51,80,381,13,10,57
5805,-102,80,80,380,12,10,59
5805,-102,55,82,379,10,10,59
5805,-102,61,78,382,13,9,56
5805,-102,65,82,378,11,10,62
5805,-102,60,78,383,12,9,57
5805,-102,71,80,380,12,10,59
5805,-102,59,79,382,14,8,57
5805,-102,71,81,380,14,9,59
5805,-102,79,82,378,11,8,59
5805,-102,40,81,379,11,7,58
5805,-102,57,80,380,13,11,58
5805,-102,72,83,378,12,8,59
5805,-102,57,79,381,12,7,55
5805,-102,77,82,378,13,10,58
5805,-102,64,82,378,12,10,59
5805,-102,70,81,379,12,10,57
5805,-102,121,83,377,13,8,60
5805,-102,105,83,378,9,12,60
5805,-102,52,81,379,13,11,58
5805,-102,95,82,378,11,10,58
5805,-102,62,82,379,12,10,58
5805,-102,70,83,377,12,8,59
5805,-102,82,84,377,12,10,61
5805,-102,64,83,377,13,10,60
5805,-102,80,83,378,12,10,59
5805,-102,48,80,380,13,10,57
5805,-102,86,80,380,11,10,59
5805,-102,75,81,380,10,12,59
5805,-102,78,81,380,11,8,56
5805,-102,60,81,379,13,9,58
5805,-102,51,81,380,13,11,59
5805,-102,61,81,379,11,10,58
5805,-102,85,84,377,10,7,59
5805,-102,50,81,380,14,9,57
5805,-102,48,80,381,12,9,57
5805,-102,81,83,377,13,10,59
5805,-102,86,84,376,14,9,60
5805,-102,87,84,377,11,8,60
5805,-102,73,81,379,14,9,57
5805,-102,94,84,377,11,7,60
5805,-102,88,82,379,12,9,59
5805,-102,73,82,378,11,8,58
5805,-102,74,83,377,13,9,58
5805,-102,93,85,375,11,8,59
5805,-102,96,86,374,11,10,62
5805,-102,73,83,378,13,9,59
5805,-102,81,84,377,12,8,59
5805,-102,72,82,379,11,10,57
5805,-102,68,80,381,11,10,57
5805,-102,105,82,379,11,9,59
5805,-102,69,82,378,14,11,60
5805,-102,110,83,377,12,9,59
5805,-102,74,82,378,14,9,59
5805,-102,89,83,377,14,10,61
5805,-102,87,83,377,11,12,60
5805,-102,65,82,379,14,9,58
5805,-102,102,84,377,12,10,59
5805,-102,78,83,378,8,10,59
5805,-102,83,83,378,13,12,60
5805,-102,63,81,379,12,10,57
5805,-102,111,83,378,13,9,59
5805,-102,86,83,378,11,10,59
5805,-102,113,81,379,14,9,57
5805,-102,77,81,379,11,9,58
5805,-102,105,83,378,13,8,59
5805,-102,60,81,380,11,11,58
5805,-102,76,83,377,12,9,59
5805,-102,67,83,377,12,7,57
5805,-102,57,84,377,12,9,59
5805,-102,74,80,381,12,10,57
5805,-102,71,80,380,11,9,58
5805,-102,152,84,376,11,8,60
5805,-102,128,82,378,11,10,59
5805,-102,78,82,379,12,10,58
5805,-102,58,80,380,12,10,57
5805,-102,87,84,377,10,10,60
5805,-102,56,80,380,14,12,57
5805,-102,67,82,378,11,9,57
5805,-102,61,83,378,11,10,59
5805,-102,67,82,379,14,9,58
5805,-102,78,84,376,13,11,60
5805,-102,84,83,377,12,10,59
5805,-102,115,85,375,12,8,61
5805,-102,66,82,379,11,11,58
5805,-102,109,83,378,13,9,59
5805,-102,82,81,379,10,8,57
5805,-102,88,85,376,13,8,59
5805,-102,75,82,379,12,10,58
5805,-102,68,82,378,12,9,58
5805,-102,52,83,377,12,8,59
5805,-102,80,84,377,11,8,59
5805,-102,113,83,377,12,12,60
5805,-102,106,85,376,9,8,62
5805,-102,97,82,379,14,9,58
5805,-102,87,83,377,12,9,58
5805,-102,81,82,378,12,8,57
5805,-102,95,81,380,13,9,57
5805,-102,119,85,376,11,8,61
5805,-102,52,84,377,13,9,59
5805,-102,48,82,378,11,10,58
5805,-102,71,85,375,11,9,60
5805,-102,93,84,377,11,8,59
5805,-102,84,83,377,13,12,60
5805,-102,80,83,377,13,9,58
5805,-102,78,83,377,13,11,59
5805,-102,65,82,379,12,9,59
5805,-102,80,82,378,13,11,60
5805,-102,85,83,378,12,9,59
5805,-102,79,82,379,12,9,57
5805,-102,47,81,379,11,10,56
5805,-102,102,86,375,12,8,62
5805,-102,77,83,378,13,7,59
5805,-102,67,81,379,13,9,57
5805,-102,83,83,378,12,9,58
5805,-102,86,82,378,11,11,58
5805,-102,71,81,379,14,10,58
5805,-102,99,83,378,14,10,59
5805,-102,72,81,380,12,9,57
5805,-102,91,83,377,10,10,59
5805,-102,98,84,376,10,10,59
5805,-102,94,84,376,11,8,59
5805,-102,86,83,378,12,8,58
5805,-102,65,82,378,13,8,57
5805,-102,78,84,377,12,11,60
5805,-102,95,84,376,13,9,59
5805,-102,79,82,378,12,9,59
5805,-102,75,82,378,9,10,57
5805,-102,84,81,379,11,8,56
5805,-102,83,84,376,10,8,59
5805,-102,92,82,378,12,9,58
5805,-102,85,82,379,10,10,58
5805,-102,66,83,377,12,9,59
5805,-102,62,82,379,12,10,58
5805,-102,67,82,379,13,9,57
5805,-102,74,84,376,12,8,59
5805,-102,84,84,377,11,8,60
5805,-102,81,84,377,12,8,59
5805,-102,86,82,378,12,11,58
5805,-102,98,82,378,11,9,59
5805,-102,87,84,377,11,9,60
5805,-102,92,82,379,12,10,58
5805,-102,105,83,378,12,9,59
5805,-102,72,82,379,12,9,57
5805,-102,74,83,377,14,10,60
5805,-102,54,81,379,12,7,56
5805,-102,42,82,379,13,10,57
5805,-102,99,83,378,13,10,58
5805,-102,77,84,377,9,11,59
5805,-102,67,80,380,13,11,57
5805,-102,95,83,378,12,9,60
5805,-102,89,83,378,13,10,59
5805,-102,105,82,378,13,11,60
5805,-102,74,84,377,12,8,59
5805,-102,95,83,378,14,13,61
5805,-102,61,82,379,13,11,59
5805,-102,47,81,380,13,9,56
5805,-102,71,84,377,11,8,60
5805,-102,86,84,377,14,10,61
5805,-102,70,83,377,12,11,59
5805,-102,87,82,379,10,9,58
5805,-102,87,83,378,12,7,58
5805,-102,91,83,378,13,10,58
5805,-102,119,84,377,11,8,59
5805,-102,69,83,377,8,9,59
5805,-102,83,82,378,11,9,57
5805,-102,61,84,376,9,11,59
5805,-102,53,83,377,10,11,59
5805,-102,67,82,378,12,11,58
5805,-102,74,84,377,13,8,59
5805,-102,76,83,378,12,7,59
5805,-102,105,84,377,12,8,59
5805,-102,86,82,379,13,11,59
5805,-102,96,82,378,12,11,59
5805,-102,86,80,380,14,11,56
5805,-102,89,82,379,13,10,57
5805,-102,86,82,378,14,9,59
5805,-102,85,83,378,13,9,60
5805,-102,94,82,378,11,10,58
5805,-102,58,83,378,11,8,58
5805,-102,84,81,380,12,8,57
5805,-102,127,86,375,10,8,62
5805,-102,87,82,379,12,9,59
5805,-102,109,83,378,11,9,60
5805,-102,85,81,380,12,7,56
5805,-102,84,81,379,12,11,58
5805,-102,102,82,378,13,9,60
5805,-102,83,83,378,14,9,59
5805,-102,79,81,380,14,10,59
5805,-102,71,82,379,13,7,58
5805,-102,45,80,380,15,9,57
5805,-102,109,85,375,13,12,63
5805,-102,90,82,378,11,9,58
5805,-102,79,82,378,13,10,59
5805,-102,100,82,378,13,10,59
5805,-102,100,84,377,11,9,60
5805,-102,100,83,378,12,8,60
5805,-102,98,82,378,12,9,57
5805,-102,53,82,378,11,9,58
5805,-102,76,83,377,11,10,58
5805,-102,40,80,380,13,8,55
5805,-102,108,85,376,11,10,60
5805,-102,79,82,379,11,8,57
5805,-102,91,83,378,13,10,59
5805,-102,94,83,378,13,10,59
5805,-102,92,83,378,11,11,59
5805,-102,97,83,378,12,8,60
5805,-102,91,82,379,10,11,59
5805,-102,74,82,378,14,11,58
5805,-102,78,84,377,10,9,59
5805,-102,65,82,378,12,10,58
5805,-102,63,84,377,12,9,59
5805,-102,70,83,377,14,9,59
5805,-102,88,82,378,12,8,57
5805,-102,89,83,377,13,8,58
5805,-102,70,83,378,12,8,58
5805,-102,112,83,377,9,8,58
5805,-102,105,83,378,13,10,59
5805,-102,101,82,379,12,9,58
5805,-102,105,85,376,9,8,60
5805,-102,68,82,378,12,10,59
5805,-102,80,82,378,13,10,58
5805,-102,63,82,379,13,9,57
5805,-102,46,82,379,13,11,58
5805,-102,60,82,378,12,7,57
5805,-102,100,82,378,12,8,59
5805,-102,84,83,378,12,8,59
5805,-102,90,81,379,12,9,58
5805,-102,105,82,378,12,13,61
5805,-102,94,81,379,12,10,58
5805,-102,102,83,378,12,9,58
5805,-102,99,84,376,12,8,60
5805,-102,72,81,379,11,11,58
5805,-102,78,82,379,12,10,57
5805,-102,49,81,380,13,10,57
5805,-102,100,85,376,12,10,61
5805,-102,101,84,376,10,11,62
5805,-102,93,83,377,13,11,59
5805,-102,118,82,379,12,10,59
5805,-102,99,83,378,12,10,60
5805,-102,106,83,378,12,9,59
5805,-102,59,80,380,11,9,56
5805,-102,60,82,379,13,10,58
5805,-102,87,83,378,10,11,60
5805,-102,87,79,381,12,8,56
5805,-102,159,83,377,12,9,60
5805,-102,99,82,379,12,10,58
5805,-102,65,79,382,14,9,57
5805,-102,75,82,379,14,10,57
5805,-102,86,84,376,12,9,61
5805,-102,51,82,378,12,11,59
5805,-102,66,83,378,14,11,59
5805,-102,83,83,377,11,10,59
5805,-102,72,82,378,11,11,60
5805,-102,64,81,379,12,8,57
5805,-102,113,82,378,13,9,58
